Age,Attrition,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28.0,No,1144,Research & Development,7,Master,Medical,High,Male,30,High,2,Manufacturing Director,High,Married,4724.0,16044,2,No,14,Excellent,High,0,7,0.0,Best,5.0,0,0,0
39.5,No,141,Sales,3,Below College,Other,High,Male,98,High,2,Sales Executive,Low,Married,2267.0,14363,1,Yes,18,Excellent,Very High,0,5,2.0,Better,2.0,3,0,3
34.0,No,616,Research & Development,2,College,Life Sciences,High,Male,99,High,1,Laboratory Technician,Low,Married,2307.0,25605,4,No,17,Outstanding,Very High,1,7,2.0,Good,5.0,3,0,2
39.5,No,196,Sales,29,Master,Marketing,Low,Male,91,Medium,2,Sales Executive,Very High,Married,14118.0,13402,1,No,14,Excellent,Low,2,13,3.0,Better,1.0,7,5,7
33.0,No,228,Sales,6,Master,Medical,High,Male,98,High,2,Sales Executive,Very High,Married,6388.0,22825,4,No,14,Excellent,Medium,1,7,6.0,Best,0.0,4,0,1
32.0,No,1184,Research & Development,1,Bachelor,Life Sciences,High,Male,70,Medium,1,Laboratory Technician,Medium,Married,8394.0,3974,6,No,20,Excellent,High,0,5,3.0,Better,2.0,0,0,2
52.0,No,316,Sales,8,Master,Marketing,Very High,Female,54,High,1,Sales Representative,Medium,Married,3149.0,9983,7,No,15,Outstanding,Very High,1,4,3.0,Better,5.0,2,2,2
39.5,No,933,Research & Development,9,Master,Life Sciences,High,Male,94,High,1,Laboratory Technician,Low,Married,7005.0,6961,2,No,21,Excellent,Very High,1,7,2.0,Better,4.0,0,1,4
45.0,No,1046,Research & Development,10,Bachelor,Technical Degree,Very High,Male,100,Medium,3,Healthcare Representative,Very High,Single,3697.0,2755,6,No,15,MISSING,Very High,0,20,3.0,Better,10.0,3,1,3
44.0,No,1239,Sales,13,Master,Medical,Very High,Male,39,High,3,Sales Executive,High,Divorced,18213.0,22914,1,No,18,Excellent,High,1,9,5.0,Good,22.0,7,1,1
35.0,No,1303,Research & Development,7,College,Life Sciences,Very High,Male,36,High,2,Healthcare Representative,High,Divorced,7632.0,18079,1,No,20,MISSING,High,3,9,2.0,Better,8.0,7,2,8
39.0,Yes,448,Sales,12,Master,Life Sciences,Medium,Male,74,Medium,1,Sales Representative,Low,Married,3902.0,14470,1,No,18,Excellent,High,1,1,2.0,Best,2.0,0,0,0
44.0,No,805,Research & Development,3,Bachelor,Life Sciences,Low,Male,87,Medium,1,Laboratory Technician,High,Single,19190.0,12828,1,No,12,Excellent,Low,0,2,4.0,Good,25.0,2,1,2
37.0,No,955,Sales,4,College,Life Sciences,Very High,Male,83,High,2,Sales Executive,Very High,Single,4213.0,8571,1,Yes,17,Excellent,High,0,9,4.0,Better,10.0,0,0,7
28.0,Yes,871,Research & Development,6,Bachelor,Life Sciences,Very High,Female,66,Medium,1,Laboratory Technician,Very High,Single,2377.0,19783,1,Yes,18,MISSING,Medium,0,1,2.0,Better,2.0,0,1,0
46.0,No,688,Research & Development,4,College,Life Sciences,Very High,Female,97,High,2,Manufacturing Director,Medium,Divorced,5258.0,9192,7,No,13,Excellent,Medium,3,18,2.0,Better,1.0,2,0,2
50.0,No,258,Research & Development,8,Master,Other,High,Male,54,High,1,Laboratory Technician,Low,Married,4728.0,17363,9,No,13,Excellent,High,0,12,4.0,Bad,0.0,4,0,4
31.0,No,1040,Research & Development,3,College,Life Sciences,Very High,Male,79,Very High,2,Healthcare Representative,Low,Divorced,7547.0,26308,6,No,20,Excellent,Low,1,13,3.0,Better,7.5,4,0,4
31.0,No,1312,Research & Development,2,Master,Technical Degree,Very High,Female,78,Medium,1,Research Scientist,Low,Single,7446.0,26427,0,No,16,Excellent,Very High,0,10,2.0,Better,10.0,7,0,7
39.0,No,160,Research & Development,3,Bachelor,Medical,High,Male,71,High,1,Research Scientist,High,Divorced,5151.0,22653,1,No,20,MISSING,High,1,1,3.0,Better,10.0,0,0,0
24.0,No,1398,Sales,22,Master,Other,High,Male,69,High,3,Sales Executive,Low,Married,2774.0,2890,0,No,11,Excellent,High,0,10,2.0,Better,22.5,8,7,8
53.0,No,1202,Research & Development,2,Below College,Medical,Medium,Male,89,Very High,2,Healthcare Representative,High,Divorced,16598.0,13888,5,No,20,Excellent,Medium,3,15,2.0,Better,9.0,11,11,8
53.0,No,1327,Sales,2,College,Life Sciences,Very High,Male,39,Medium,2,Sales Executive,Very High,Married,14852.0,19682,3,No,18,Excellent,Very High,1,13,3.0,Better,17.0,7,7,5
29.0,Yes,1107,Human Resources,9,Master,Technical Degree,Low,Male,52,High,1,Human Resources,High,Married,8620.0,3072,1,No,15,Excellent,Very High,0,2,3.0,Better,10.0,2,2,2
27.0,No,657,Research & Development,27,Bachelor,Medical,Medium,Male,66,High,2,Healthcare Representative,High,Married,2064.0,25549,4,No,12,Excellent,Low,1,11,3.0,Good,9.0,7,1,1
32.0,No,167,Research & Development,8,Doctor,Life Sciences,Medium,Male,32,High,2,Manufacturing Director,Low,Divorced,2176.0,4187,3,No,14,Excellent,High,1,7,5.0,Better,6.0,0,0,0
33.0,No,1234,Sales,11,College,Life Sciences,Very High,Female,90,High,4,Manager,Very High,Married,4302.0,5404,3,No,13,Excellent,Medium,1,26,2.0,Best,3.0,3,1,1
34.0,No,1111,Sales,5,Below College,Life Sciences,Medium,Female,61,High,2,Sales Executive,Very High,Married,2929.0,19293,6,No,13,MISSING,Low,0,8,3.0,Best,10.0,4,1,2
35.0,No,728,Sales,23,Below College,Medical,Medium,Female,36,Medium,2,Sales Representative,High,Married,2559.0,7018,1,No,21,Excellent,Very High,1,9,3.0,Better,6.0,8,5,8
35.0,No,583,Research & Development,4,College,Life Sciences,High,Male,53,High,1,Research Scientist,Very High,Single,6284.0,9973,1,Yes,20,Outstanding,Medium,0,8,1.0,Good,4.0,5,2,2
29.0,No,970,Research & Development,8,College,Medical,Medium,Male,96,High,2,Healthcare Representative,High,Single,7988.0,7360,3,No,11,Excellent,Very High,0,10,4.0,Better,10.0,1,4,3
38.0,No,1222,Research & Development,11,Master,Life Sciences,Very High,Male,48,High,1,Research Scientist,Very High,Married,6861.0,14871,3,Yes,19,Excellent,Medium,1,8,1.0,Better,1.0,4,0,2
34.0,No,188,Research & Development,29,Bachelor,Medical,Medium,Female,56,Low,2,Laboratory Technician,Very High,Single,6500.0,9558,4,No,19,Excellent,Low,0,16,1.0,Better,3.0,0,0,0
46.0,No,1115,Research & Development,1,Bachelor,Life Sciences,Low,Female,73,High,5,Research Director,Medium,Married,17048.0,9755,3,Yes,19,Outstanding,Low,0,28,2.0,Good,7.5,3,0,7
34.0,No,1339,Sales,5,Bachelor,Life Sciences,Medium,Male,41,High,3,Sales Executive,Very High,Married,17007.0,8053,2,No,12,Excellent,High,1,12,3.0,Better,14.0,9,7,4
39.5,No,267,Sales,10,College,Life Sciences,Very High,Female,56,High,2,Sales Executive,Very High,Single,2220.0,13430,7,No,14,Excellent,Very High,0,16,3.0,Better,1.0,3,1,10
27.0,No,310,Research & Development,10,Below College,Medical,Low,Female,79,Very High,1,Research Scientist,High,Single,6284.0,19630,1,No,18,Excellent,Very High,0,2,5.0,Better,6.0,2,0,2
52.0,No,213,Research & Development,7,Bachelor,Medical,High,Male,49,High,3,Research Director,High,Married,5577.0,25995,0,No,11,Excellent,Very High,0,14,3.0,Best,10.0,9,3,7
38.0,No,691,Research & Development,23,Bachelor,Medical,Medium,Male,89,Very High,1,Research Scientist,Very High,Married,3057.0,21630,1,Yes,11,Excellent,Medium,2,6,0.0,Better,1.0,5,1,4
27.5,No,334,Research & Development,5,College,Life Sciences,Low,Male,80,Very High,1,Research Scientist,Medium,Divorced,4240.0,15053,0,Yes,12,Excellent,Very High,2,7,0.0,Good,2.0,2,0,5
34.0,No,1440,Sales,7,College,Technical Degree,Medium,Male,55,High,1,Sales Representative,High,Married,5747.0,4944,0,Yes,25,Excellent,Medium,1,12,3.0,Better,15.0,10,5,7
47.0,No,833,Research & Development,1,Bachelor,Life Sciences,High,Female,96,High,1,Research Scientist,Very High,Married,19658.0,23231,1,No,11,Excellent,Medium,0,1,2.0,Good,5.0,0,0,0
35.0,Yes,1448,Sales,1,Below College,Technical Degree,Low,Female,62,High,1,Sales Representative,Medium,Single,8606.0,21972,1,Yes,16,Excellent,Medium,0,6,3.0,Better,11.0,3,1,4
37.0,No,1261,Research & Development,2,Master,Life Sciences,Very High,Female,88,High,2,Manufacturing Director,High,Married,4777.0,7259,9,No,14,Excellent,Medium,0,14,3.0,Better,1.0,0,0,0
57.5,No,1421,Research & Development,2,Bachelor,Medical,Very High,Male,30,High,4,Manager,Low,Married,4194.0,9490,2,No,22,Excellent,High,1,32,3.0,Better,5.0,2,2,2
28.0,Yes,1005,Research & Development,3,Bachelor,Technical Degree,Very High,Male,88,High,1,Research Scientist,Low,Single,2367.0,8556,5,Yes,11,MISSING,High,0,8,2.0,Better,4.0,2,0,4
41.0,No,333,Research & Development,22,Doctor,Medical,High,Male,88,Low,4,Research Director,Very High,Single,2064.0,24450,1,Yes,13,Outstanding,Very High,0,32,3.0,Better,5.0,6,13,9
41.0,No,1311,Research & Development,7,Bachelor,Life Sciences,Medium,Male,100,Very High,1,Laboratory Technician,Medium,Married,6284.0,26062,1,No,20,Excellent,High,0,5,3.0,Bad,10.0,1,0,3
45.0,No,182,Research & Development,1,Master,Life Sciences,Medium,Male,72,Very High,1,Research Scientist,Very High,Single,19202.0,13551,2,No,16,Excellent,High,0,10,2.0,Better,24.0,2,1,3
25.0,No,817,Research & Development,1,Bachelor,Medical,Very High,Male,60,Medium,2,Laboratory Technician,Very High,Married,3977.0,10846,0,No,12,Excellent,Medium,1,10,2.0,Better,22.5,7,0,0
33.5,No,335,Research & Development,23,College,Life Sciences,Very High,Female,37,Medium,2,Research Scientist,High,Single,2187.0,14811,1,No,12,Excellent,Very High,0,20,5.0,Better,5.0,9,3,7
45.5,No,269,Research & Development,2,Bachelor,Medical,Very High,Male,56,Medium,1,Laboratory Technician,Low,Divorced,3195.0,8007,0,Yes,11,Excellent,High,1,10,2.0,Better,2.0,6,7,8
27.5,No,584,Research & Development,22,Doctor,Medical,Medium,Male,91,High,4,Manager,High,Married,5377.0,18685,3,No,25,Excellent,High,1,36,3.0,Better,7.0,8,4,7
53.0,No,845,Sales,1,Doctor,Medical,Very High,Male,45,High,2,Sales Executive,Very High,Single,14814.0,15276,4,No,15,Excellent,Medium,0,7,3.0,Better,5.0,0,0,0
33.0,Yes,667,Sales,1,Master,Life Sciences,Medium,Female,50,Low,1,Sales Representative,High,Single,5376.0,16154,1,No,12,Excellent,Medium,0,1,3.0,Better,5.0,0,0,0
35.0,No,1276,Research & Development,16,Bachelor,Life Sciences,Very High,Male,72,High,3,Healthcare Representative,High,Married,2705.0,14295,4,Yes,12,Excellent,High,0,10,2.0,Better,5.0,7,0,0
45.5,No,1485,Research & Development,25,College,Life Sciences,High,Male,71,High,3,Healthcare Representative,High,Married,6646.0,3449,3,No,21,Excellent,Medium,1,13,3.0,Better,17.0,4,0,5
44.0,No,322,Research & Development,28,College,Medical,Very High,Male,59,Very High,4,Manufacturing Director,High,Married,4174.0,9731,2,Yes,11,Excellent,Medium,1,24,2.0,Good,2.0,3,0,2
32.0,Yes,530,Sales,3,Below College,Life Sciences,High,Male,51,Medium,3,Sales Executive,Very High,Married,6284.0,5518,1,Yes,11,Outstanding,Low,1,16,5.0,Better,5.0,7,3,7
47.0,No,252,Research & Development,2,Bachelor,Life Sciences,Medium,Male,95,Medium,1,Research Scientist,High,Single,5067.0,6153,1,No,14,Excellent,Very High,0,1,2.0,Better,19.0,0,0,0
31.0,No,663,Research & Development,11,Bachelor,Other,Medium,Female,47,High,3,Research Director,Very High,Divorced,4306.0,10056,1,Yes,14,Excellent,High,3,10,5.0,Better,13.0,8,0,7
39.5,No,1232,Sales,16,Bachelor,Marketing,High,Female,96,High,3,Sales Executive,Medium,Married,8686.0,5100,0,No,15,Outstanding,High,2,12,2.0,Good,8.0,9,6,9
57.5,No,630,Sales,4,Master,Marketing,High,Male,67,Medium,3,Sales Executive,Very High,Married,2794.0,8552,7,No,11,Outstanding,Low,1,15,3.0,Good,5.0,11,2,11
44.0,No,121,Research & Development,2,Master,Medical,High,Male,86,Medium,1,Research Scientist,Low,Single,3161.0,7530,1,No,11,Outstanding,High,0,6,0.0,Better,1.0,5,1,3
21.5,No,1441,Research & Development,17,Bachelor,Technical Degree,High,Female,56,High,3,Manufacturing Director,High,Married,8564.0,13943,8,No,11,Outstanding,High,1,22,2.0,Better,0.0,7,0,8
37.0,No,1467,Sales,11,College,Technical Degree,Medium,Female,92,High,3,Sales Executive,Very High,Married,2782.0,22952,0,No,14,Excellent,High,1,10,3.0,Better,5.0,7,2,8
39.0,Yes,1150,Research & Development,8,Master,Life Sciences,Low,Female,53,Low,3,Manufacturing Director,Very High,Single,4127.0,25150,2,No,15,Excellent,Very High,0,18,3.0,Better,2.0,2,0,3
50.0,No,430,Research & Development,24,Master,Life Sciences,Low,Male,80,High,2,Laboratory Technician,Very High,Married,2683.0,21146,1,No,15,Excellent,Very High,2,10,2.0,Better,3.0,8,4,7
35.0,No,722,Research & Development,25,Master,Life Sciences,High,Female,84,High,1,Laboratory Technician,Low,Married,4614.0,22102,1,No,14,Excellent,Very High,1,10,0.0,Good,4.0,6,1,4
58.0,No,1147,Sales,3,Bachelor,Marketing,Very High,Male,52,High,2,Sales Executive,Low,Married,15787.0,17011,2,No,14,Excellent,Very High,1,16,3.0,Better,2.0,2,0,5
55.0,No,692,Research & Development,11,Bachelor,Technical Degree,Very High,Male,73,High,2,Laboratory Technician,High,Married,19859.0,26849,1,No,11,Excellent,Low,1,10,2.0,Best,5.0,9,9,4
34.0,No,917,Research & Development,6,Master,Life Sciences,High,Female,60,Low,1,Laboratory Technician,High,Divorced,2311.0,6865,1,No,14,Excellent,High,1,7,3.0,Better,3.0,7,1,7
40.0,No,430,Research & Development,2,Master,Other,Very High,Female,73,High,2,Research Scientist,Medium,Married,14724.0,19573,4,Yes,22,Outstanding,Very High,1,15,2.0,Better,4.0,0,0,0
55.0,No,824,Research & Development,5,College,Life Sciences,Very High,Male,67,Medium,2,Research Scientist,Medium,Married,2064.0,15624,3,No,12,Outstanding,Low,1,12,3.0,Better,5.0,1,2,5
33.5,No,589,Sales,9,College,Marketing,Medium,Male,46,Medium,2,Sales Executive,Medium,Married,2406.0,8800,1,No,14,MISSING,Low,2,5,3.0,Better,1.0,2,0,3
39.5,No,192,Research & Development,1,College,Medical,Low,Male,59,Medium,1,Laboratory Technician,Low,Married,4025.0,11141,1,No,16,Excellent,Low,2,6,2.0,Better,4.0,3,1,3
34.0,No,287,Research & Development,5,College,Life Sciences,Medium,Male,73,High,1,Research Scientist,Very High,Single,4325.0,13493,1,No,15,Excellent,Very High,0,0,2.0,Better,5.0,0,0,0
58.0,No,1178,Sales,14,College,Life Sciences,High,Male,87,High,2,Sales Executive,Very High,Married,13872.0,14862,4,No,11,Excellent,High,1,18,1.0,Good,37.0,7,0,7
28.0,No,1469,Research & Development,20,Master,Medical,Very High,Male,51,High,1,Research Scientist,High,Married,3196.0,5543,4,No,17,Excellent,Low,2,13,2.0,Good,6.0,0,0,0
33.5,No,461,Research & Development,1,Bachelor,Life Sciences,Very High,Male,70,Very High,2,Healthcare Representative,High,Single,6146.0,23060,8,Yes,12,Excellent,Very High,0,10,4.0,Best,7.0,2,0,2
55.0,No,1018,Research & Development,2,Master,Medical,Low,Male,74,Very High,2,Research Scientist,Very High,Single,19586.0,10557,7,No,16,MISSING,High,0,10,3.0,Good,36.0,7,0,7
54.0,Yes,240,Human Resources,22,Below College,Human Resources,Very High,Female,58,Low,1,Human Resources,High,Married,10739.0,11585,1,No,11,Excellent,High,1,1,2.0,Better,10.0,0,0,0
30.0,No,601,Sales,7,Doctor,Marketing,Very High,Male,97,High,2,Sales Executive,Very High,Married,2097.0,23343,4,No,12,Excellent,High,1,7,3.0,Good,5.0,3,0,3
38.0,No,205,Sales,10,Bachelor,Marketing,Very High,Male,98,Medium,2,Sales Executive,Very High,Married,5745.0,7100,1,Yes,11,MISSING,Very High,0,6,2.0,Better,2.0,2,4,4
30.0,Yes,1485,Research & Development,12,Below College,Life Sciences,High,Female,79,High,1,Laboratory Technician,Very High,Married,6696.0,22955,1,Yes,11,Excellent,Very High,0,1,5.0,Good,6.0,1,0,0
40.0,Yes,592,Research & Development,2,Bachelor,Life Sciences,Low,Female,54,Medium,1,Laboratory Technician,Low,Single,6323.0,17181,2,Yes,23,Excellent,Medium,0,11,5.0,Best,10.0,0,0,0
31.0,No,1473,Research & Development,8,Master,Other,High,Male,74,High,2,Healthcare Representative,High,Divorced,8346.0,2227,4,Yes,14,Excellent,Very High,0,8,4.0,Better,5.0,2,0,2
48.0,No,717,Research & Development,13,Master,Life Sciences,High,Female,34,High,2,Healthcare Representative,Medium,Single,4051.0,9697,6,No,14,Excellent,Very High,0,19,5.0,Better,9.0,7,0,9
31.0,No,563,Sales,1,Master,Life Sciences,Very High,Male,56,Very High,4,Manager,Low,Single,2695.0,3156,1,No,15,Excellent,Medium,0,27,2.0,Bad,2.0,0,0,12
57.5,No,1003,Research & Development,8,Master,Life Sciences,Very High,Male,74,Medium,2,Research Scientist,Low,Divorced,14724.0,21029,8,Yes,23,Excellent,Low,3,19,5.0,Better,26.0,13,1,7
35.0,No,511,Sales,2,College,Medical,Low,Male,89,Very High,2,Sales Executive,High,Single,10504.0,26997,0,No,14,Excellent,Medium,0,9,2.0,Good,10.0,7,0,7
32.0,No,977,Research & Development,1,Bachelor,Life Sciences,Very High,Female,56,Medium,2,Manufacturing Director,Very High,Married,5470.0,9961,1,No,13,MISSING,Medium,1,14,4.0,Good,9.0,8,3,11
49.0,No,1207,Research & Development,28,Below College,Medical,Very High,Male,74,Very High,1,Laboratory Technician,High,Married,6804.0,3297,1,Yes,11,Excellent,High,3,20,0.0,Better,7.0,8,3,8
33.5,No,1084,Research & Development,13,College,Medical,Very High,Female,57,Very High,2,Manufacturing Director,Low,Divorced,3936.0,26250,1,No,11,Excellent,High,2,5,2.0,Better,8.0,2,1,3
36.0,Yes,781,Research & Development,2,Below College,Life Sciences,Very High,Male,57,Medium,1,Laboratory Technician,Very High,Divorced,10325.0,13384,9,Yes,14,Excellent,Very High,1,3,3.0,Good,16.0,0,0,0
44.0,No,994,Research & Development,7,Master,Life Sciences,Medium,Male,87,High,3,Healthcare Representative,Medium,Single,3708.0,15322,7,No,19,Excellent,Very High,0,18,5.0,Better,5.0,6,4,0
51.5,No,1005,Research & Development,28,College,Technical Degree,Very High,Female,48,Medium,4,Research Director,Medium,Single,4668.0,17119,1,No,11,Excellent,High,0,21,2.0,Better,8.0,6,8,6
30.0,No,1107,Research & Development,14,Bachelor,Life Sciences,Very High,Male,95,High,1,Laboratory Technician,Low,Divorced,2862.0,26914,1,No,12,Excellent,High,1,18,2.0,Good,10.0,7,12,17
31.0,No,1120,Sales,11,Master,Marketing,Medium,Male,100,Medium,2,Sales Executive,Very High,Married,5460.0,14369,4,No,13,Outstanding,Low,1,8,4.0,Good,7.0,3,0,0
38.0,No,722,Sales,17,Bachelor,Life Sciences,Very High,Female,38,High,4,Manager,High,Single,4028.0,20489,1,No,11,MISSING,Very High,0,10,2.0,Better,7.0,8,6,0
31.0,No,971,Sales,1,Bachelor,Technical Degree,Very High,Male,64,Medium,3,Sales Executive,High,Married,2956.0,12288,1,Yes,14,Excellent,Very High,0,10,4.0,Better,1.0,9,8,6
29.0,No,746,Research & Development,8,Master,Life Sciences,High,Male,61,High,2,Manufacturing Director,Very High,Single,2439.0,20682,1,No,23,Outstanding,Very High,0,11,3.0,Better,1.0,7,1,8
28.0,Yes,1404,Research & Development,17,Bachelor,Technical Degree,High,Male,32,Medium,1,Laboratory Technician,Very High,Divorced,14724.0,18779,5,No,12,Excellent,Low,1,6,2.0,Good,0.0,1,0,3
37.0,No,867,Research & Development,8,Master,Life Sciences,Very High,Male,90,Very High,1,Research Scientist,Low,Married,2326.0,6076,6,No,19,Excellent,Medium,1,14,3.0,Better,4.0,8,7,6
35.0,No,207,Research & Development,9,Master,Life Sciences,Medium,Female,64,High,1,Laboratory Technician,High,Single,2506.0,5411,4,No,12,Excellent,High,0,7,0.0,Better,2.0,2,2,0
21.0,Yes,885,Research & Development,16,Master,Life Sciences,High,Male,43,Very High,1,Laboratory Technician,Low,Single,6284.0,8269,1,No,16,Excellent,High,0,18,3.0,Better,1.0,13,15,14
47.0,No,647,Sales,4,Master,Marketing,Medium,Female,45,High,2,Sales Executive,Low,Single,10333.0,2253,7,No,13,Excellent,Very High,0,9,4.0,Best,22.0,4,1,5
29.0,No,1225,Research & Development,10,College,Life Sciences,Very High,Male,80,Very High,1,Research Scientist,Very High,Single,18944.0,15232,3,No,17,Excellent,Low,0,4,3.0,Better,2.0,0,0,0
42.0,No,1059,Research & Development,9,College,Other,Very High,Female,93,Medium,5,Manager,Very High,Single,5265.0,26362,8,No,22,Excellent,Very High,0,24,5.0,Better,5.0,0,0,1
30.0,No,546,Research & Development,5,Below College,Medical,High,Male,97,High,1,Research Scientist,Very High,Single,9714.0,26009,1,No,18,Excellent,High,0,3,4.0,Better,10.0,2,2,2
24.0,No,438,Research & Development,18,Bachelor,Life Sciences,Low,Male,75,High,1,Research Scientist,High,Single,2296.0,23910,1,No,14,Excellent,High,0,5,3.0,Good,1.0,4,0,4
21.5,No,974,Research & Development,1,Master,Medical,Very High,Male,91,High,1,Laboratory Technician,Very High,Divorced,2058.0,11005,3,No,14,Excellent,Very High,2,8,1.0,Better,6.0,3,0,2
31.0,No,1378,Research & Development,13,College,Other,Very High,Female,46,Medium,2,Laboratory Technician,Medium,Married,16422.0,23679,4,Yes,13,Excellent,Low,1,10,3.0,Better,3.0,3,0,3
36.0,No,1339,Research & Development,7,Bachelor,Life Sciences,Medium,Male,59,High,3,Research Scientist,Low,Divorced,4485.0,18787,2,No,17,Excellent,High,1,25,2.0,Better,8.0,0,0,0
47.0,Yes,662,Sales,18,Master,Marketing,Very High,Female,67,High,2,Sales Executive,High,Married,4591.0,23288,0,Yes,18,Excellent,High,1,5,4.0,Good,5.0,2,3,2
30.0,No,715,Sales,2,Master,Other,Very High,Male,54,High,2,Sales Executive,Low,Single,2064.0,21602,7,No,13,Excellent,Very High,0,10,3.0,Better,8.0,2,0,3
45.5,No,685,Research & Development,3,Bachelor,Life Sciences,Very High,Male,85,High,4,Research Director,Very High,Married,6384.0,23474,3,No,14,Excellent,Low,0,36,2.0,Better,7.0,9,0,9
43.0,No,538,Research & Development,1,Master,Technical Degree,Low,Male,66,High,3,Healthcare Representative,Medium,Divorced,4174.0,20933,1,No,12,Excellent,Low,3,10,3.0,Better,1.0,8,7,7
37.0,Yes,1449,Sales,2,Bachelor,Marketing,Low,Male,94,Low,5,Manager,Medium,Single,4285.0,2493,2,Yes,16,Excellent,Low,0,26,2.0,Better,10.0,10,1,11
27.0,No,585,Research & Development,10,Bachelor,Life Sciences,Low,Female,56,High,1,Research Scientist,High,Married,2863.0,17360,6,No,13,Excellent,Low,1,10,2.0,Good,1.0,2,1,3
44.0,No,1334,Sales,4,College,Medical,High,Male,63,Medium,2,Sales Executive,Medium,Divorced,16328.0,19760,1,Yes,12,Excellent,Medium,3,11,1.0,Good,20.0,8,2,7
39.0,No,567,Research & Development,2,Below College,Technical Degree,Low,Female,32,High,1,Research Scientist,Very High,Single,8376.0,17218,1,Yes,13,Excellent,High,0,6,3.0,Better,2.0,3,1,3
36.0,No,1349,Research & Development,7,College,Life Sciences,High,Male,63,Medium,1,Laboratory Technician,Very High,Married,5507.0,7713,1,No,18,Excellent,Very High,1,1,1.0,Good,4.0,0,0,1
43.0,No,1351,Research & Development,26,Master,Life Sciences,Low,Male,80,High,2,Healthcare Representative,High,Married,16959.0,7419,6,No,14,Excellent,Medium,2,10,5.0,Good,25.0,2,0,2
39.5,No,1262,Research & Development,1,Master,Medical,Low,Male,35,Very High,4,Manager,Very High,Single,5332.0,16154,2,No,22,Excellent,High,0,27,3.0,Good,5.0,4,2,1
50.0,No,884,Research & Development,15,Bachelor,Life Sciences,Low,Male,80,Medium,3,Manufacturing Director,High,Married,10504.0,25800,1,No,13,Outstanding,Very High,2,18,1.0,Better,5.0,15,14,12
37.0,No,337,Sales,8,Bachelor,Marketing,High,Female,54,High,2,Sales Executive,Medium,Married,4107.0,26841,5,No,21,MISSING,High,1,14,3.0,Better,7.5,4,1,4
50.0,No,1283,Research & Development,23,Bachelor,Life Sciences,Very High,Male,54,High,1,Research Scientist,Very High,Single,11245.0,18168,9,No,16,Excellent,Very High,0,6,3.0,Better,30.0,2,1,2
27.5,No,1138,Research & Development,6,Bachelor,Technical Degree,Low,Male,48,Medium,2,Laboratory Technician,Very High,Married,4400.0,23631,0,No,12,Excellent,Low,1,10,2.0,Better,3.0,2,6,7
29.0,No,1251,Sales,21,Master,Life Sciences,Low,Female,32,Low,2,Sales Executive,High,Married,5561.0,3987,6,No,19,Excellent,High,1,10,5.0,Better,6.0,2,1,2
32.0,No,1467,Research & Development,20,Bachelor,Life Sciences,Very High,Female,49,High,1,Research Scientist,Medium,Single,5175.0,21158,1,No,13,Excellent,High,0,6,5.0,Good,5.0,2,1,3
45.0,No,371,Sales,19,Bachelor,Life Sciences,Very High,Female,80,Low,3,Sales Executive,High,Married,4174.0,3840,3,No,13,Outstanding,High,1,10,2.0,Bad,5.0,3,0,2
46.0,Yes,1287,Research & Development,7,Bachelor,Life Sciences,Low,Female,55,High,1,Laboratory Technician,High,Married,8926.0,14168,1,Yes,16,Outstanding,Very High,1,6,2.0,Better,9.0,3,1,2
38.0,No,1091,Research & Development,1,College,Technical Degree,High,Male,90,Medium,4,Healthcare Representative,High,Single,6553.0,17810,7,Yes,12,MISSING,Very High,0,25,3.0,Better,1.0,1,0,7
26.0,Yes,534,Research & Development,20,Bachelor,Life Sciences,Low,Male,66,High,3,Healthcare Representative,High,Married,2305.0,22908,3,No,12,Excellent,Low,0,12,3.0,Better,3.0,0,0,0
37.0,No,1315,Research & Development,3,Master,Other,Very High,Male,35,High,5,Manager,Very High,Married,6284.0,9358,4,Yes,12,Excellent,Low,1,26,2.0,Best,1.0,2,0,1
32.0,Yes,118,Sales,16,Bachelor,Marketing,Low,Female,69,High,2,Sales Executive,Low,Single,6162.0,26507,5,No,15,MISSING,High,0,6,3.0,Better,14.0,2,0,2
33.0,No,1420,Human Resources,2,Master,Human Resources,High,Male,32,Medium,5,Manager,Very High,Married,8380.0,21922,9,No,21,Excellent,Very High,1,30,3.0,Better,9.0,2,2,2
43.0,No,1245,Sales,14,Bachelor,Life Sciences,High,Female,80,High,2,Sales Executive,Medium,Married,2455.0,12355,0,No,11,Excellent,Very High,1,10,5.0,Better,8.0,8,7,7
24.0,No,1109,Research & Development,29,Master,Medical,Very High,Male,69,High,1,Laboratory Technician,High,Single,2293.0,11135,9,No,12,Excellent,Medium,0,10,5.0,Better,2.0,7,7,7
25.0,No,1219,Sales,2,Master,Life Sciences,Low,Male,78,Medium,4,Manager,Very High,Married,8639.0,22021,2,No,16,Excellent,High,0,31,3.0,Better,2.0,8,3,7
32.0,No,1448,Sales,28,Bachelor,Medical,Very High,Male,53,Very High,4,Sales Executive,Very High,Married,9679.0,11737,3,Yes,18,Outstanding,High,1,23,1.0,Better,1.0,11,11,11
