,Age,Attrition,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
671,27.5,No,906,Sales,7,Bachelor,Life Sciences,Very High,Female,91,Medium,2,Sales Executive,High,Married,2064.0,16985,1,No,14,Excellent,High,1,13,3.0,Good,9.0,8,4,8
673,31.0,Yes,426,Human Resources,17,Master,Life Sciences,Medium,Male,58,High,1,Human Resources,High,Divorced,2791.0,22808,0,Yes,11,Excellent,Medium,1,8,4.0,Good,2.0,7,1,0
674,29.0,No,1217,Research & Development,1,Bachelor,Medical,High,Female,67,High,1,Research Scientist,Low,Married,6284.0,12719,1,No,25,MISSING,High,1,3,3.0,Better,7.5,2,1,2
675,37.0,Yes,289,Research & Development,2,Bachelor,Technical Degree,Very High,Female,51,High,1,Research Scientist,High,Single,7491.0,26227,4,No,24,Excellent,Low,0,7,3.0,Better,6.0,0,0,0
676,57.0,Yes,878,Sales,1,Master,Life Sciences,Medium,Male,94,High,2,Sales Executive,High,Divorced,4900.0,14255,7,No,12,Outstanding,Very High,2,12,2.0,Better,12.0,3,0,1
678,45.5,No,117,Research & Development,9,Bachelor,Medical,Low,Male,60,High,1,Research Scientist,Very High,Married,2064.0,6311,0,No,13,Outstanding,Medium,1,15,3.0,Better,5.0,10,4,10
679,46.0,No,1112,Sales,5,Master,Life Sciences,Low,Female,67,High,2,Sales Executive,Very High,Married,9071.0,22589,1,No,11,MISSING,Low,2,10,3.0,Better,3.0,0,0,2
680,34.0,No,200,Research & Development,18,College,Life Sciences,High,Male,60,High,3,Manufacturing Director,Very High,Single,5337.0,19944,2,No,11,Excellent,High,0,10,3.0,Better,10.0,2,2,2
681,45.5,Yes,1146,Sales,8,Bachelor,Technical Degree,Very High,Male,38,Medium,2,Sales Executive,Low,Single,3424.0,3064,6,No,17,Excellent,High,0,6,3.0,Good,4.0,3,1,2
683,41.0,No,896,Research & Development,2,Bachelor,Medical,High,Male,68,High,1,Research Scientist,High,Divorced,6284.0,8045,2,No,14,MISSING,High,1,8,4.0,Best,9.0,1,1,2
685,40.0,No,805,Research & Development,4,College,Life Sciences,High,Male,57,High,2,Laboratory Technician,Medium,Married,2387.0,23163,1,No,12,Outstanding,Medium,0,9,3.0,Good,4.0,7,0,8
687,45.5,No,1495,Research & Development,10,Bachelor,Medical,High,Female,76,High,2,Healthcare Representative,High,Married,5257.0,22174,3,No,19,Excellent,High,1,18,3.0,Better,9.0,0,0,0
689,33.5,No,1029,Research & Development,16,Bachelor,Life Sciences,Very High,Male,91,Medium,3,Healthcare Representative,Medium,Single,2660.0,21195,1,No,19,Excellent,Very High,0,11,3.0,Bad,2.0,8,3,3
691,45.5,Yes,906,Research & Development,5,College,Life Sciences,Low,Male,95,Medium,1,Research Scientist,Low,Divorced,6284.0,20293,6,No,17,Excellent,Low,1,5,2.0,Bad,0.0,0,0,0
692,48.0,No,509,Research & Development,2,Master,Other,Low,Female,62,Medium,2,Healthcare Representative,High,Single,12504.0,2112,2,Yes,17,Outstanding,Low,0,10,3.0,Better,0.0,7,0,7
694,26.0,Yes,1097,Research & Development,10,Master,Life Sciences,High,Male,96,High,1,Research Scientist,High,Single,2293.0,10826,1,Yes,11,Excellent,High,0,6,2.0,Better,1.0,4,0,2
697,27.0,No,1141,Sales,1,Bachelor,Life Sciences,High,Female,42,Very High,2,Sales Executive,Low,Married,5769.0,3193,2,No,19,Excellent,Low,2,10,3.0,Better,6.0,3,1,3
698,27.0,No,343,Research & Development,15,College,Life Sciences,High,Male,92,Medium,3,Research Director,Very High,Divorced,2580.0,15682,0,Yes,14,Excellent,Medium,1,12,4.0,Better,4.0,10,2,9
705,30.0,No,1079,Sales,10,College,Medical,High,Female,86,High,2,Sales Executive,Very High,Divorced,2132.0,20115,2,Yes,11,Excellent,Very High,1,8,2.0,Better,5.0,2,1,4
706,41.0,No,746,Sales,2,Bachelor,Life Sciences,Very High,Male,61,High,2,Sales Executive,High,Married,6032.0,16928,1,No,14,Excellent,Low,1,4,3.0,Good,5.0,3,0,2
707,51.5,No,1265,Research & Development,3,Bachelor,Life Sciences,High,Male,95,Very High,2,Laboratory Technician,Very High,Married,5021.0,23726,2,Yes,13,Outstanding,Medium,1,17,2.0,Good,4.0,3,1,3
708,55.0,No,1343,Sales,22,Below College,Technical Degree,High,Male,49,High,1,Sales Representative,High,Single,4035.0,24444,1,No,11,Excellent,High,0,3,2.0,Better,3.0,2,1,2
709,23.0,No,1050,Sales,9,Master,Life Sciences,Medium,Male,65,Medium,2,Sales Executive,High,Married,2500.0,17970,1,No,13,Excellent,Very High,1,15,2.0,Better,4.0,10,4,12
711,49.0,No,722,Sales,24,Below College,Marketing,Medium,Female,60,Medium,4,Sales Executive,Very High,Married,6567.0,8828,0,No,11,Excellent,Low,1,21,2.0,Good,15.0,9,9,6
713,32.0,No,793,Sales,2,Below College,Life Sciences,Very High,Female,43,Low,2,Sales Executive,Very High,Single,2332.0,20392,3,No,20,Outstanding,Medium,0,8,3.0,Better,3.0,2,0,0
714,44.0,No,1313,Research & Development,7,Bachelor,Medical,Medium,Male,31,High,5,Research Director,Very High,Divorced,5933.0,3549,0,Yes,14,Excellent,Very High,1,23,3.0,Good,5.0,7,1,10
715,38.0,No,1463,Research & Development,23,Bachelor,Medical,Medium,Male,64,Medium,2,Healthcare Representative,Very High,Married,4855.0,14408,0,No,21,Excellent,Medium,1,10,2.0,Better,5.0,0,7,8
716,58.0,No,1358,Sales,16,Below College,Life Sciences,Very High,Male,96,High,2,Sales Executive,High,Married,2372.0,2939,8,No,15,Excellent,High,2,4,3.0,Good,2.0,1,2,2
718,38.0,No,1094,Sales,28,Bachelor,Other,High,Male,58,Low,3,Sales Executive,Low,Divorced,4174.0,11373,3,No,15,Excellent,High,1,20,4.0,Better,1.0,0,0,1
721,26.0,No,1385,Research & Development,20,College,Medical,High,Male,79,High,4,Healthcare Representative,Very High,Married,2373.0,7501,0,Yes,14,Excellent,Medium,0,21,2.0,Better,3.0,7,4,10
723,46.0,No,575,Research & Development,25,Bachelor,Life Sciences,Very High,Male,44,Medium,2,Manufacturing Director,Medium,Single,10096.0,24152,1,No,13,Excellent,Very High,0,5,1.0,Better,7.0,3,0,2
724,29.0,No,1131,Research & Development,15,Bachelor,Life Sciences,Very High,Male,77,Medium,1,Research Scientist,Low,Married,4174.0,23844,0,No,19,Excellent,Very High,1,8,4.0,Good,3.0,6,7,3
726,41.0,No,303,Sales,2,Master,Marketing,High,Female,75,High,1,Sales Representative,High,Married,5467.0,11314,6,No,18,Excellent,Very High,1,6,4.0,Better,6.0,3,1,2
730,35.0,No,718,Research & Development,8,Below College,Medical,Medium,Female,79,Medium,2,Manufacturing Director,Very High,Married,6284.0,17689,1,Yes,15,Excellent,High,1,10,3.0,Good,2.0,7,1,2
731,35.0,No,116,Research & Development,13,Bachelor,Other,High,Male,77,Medium,1,Laboratory Technician,Medium,Married,2064.0,7331,1,No,20,MISSING,High,1,2,2.0,Better,7.5,2,2,2
732,35.0,No,343,Research & Development,9,Bachelor,Life Sciences,Low,Female,52,High,1,Research Scientist,High,Single,2064.0,24978,4,No,13,Excellent,High,0,7,4.0,Good,5.0,2,1,2
733,32.0,No,462,Sales,14,College,Medical,High,Female,68,Medium,2,Sales Executive,High,Single,2827.0,7824,7,No,17,Excellent,Low,0,10,3.0,Better,1.0,4,0,3
737,34.0,No,652,Research & Development,7,Bachelor,Other,High,Male,100,Very High,1,Laboratory Technician,Low,Single,2972.0,23577,0,No,12,Excellent,Very High,0,8,4.0,Better,1.0,7,0,7
738,45.0,No,665,Research & Development,6,Master,Other,Low,Female,41,High,2,Research Scientist,High,Single,5906.0,12482,1,No,14,Excellent,High,0,16,2.0,Better,9.0,13,2,10
742,31.0,No,329,Research & Development,1,Master,Life Sciences,Medium,Female,88,High,1,Laboratory Technician,Medium,Married,6284.0,6762,3,No,22,Excellent,High,1,7,3.0,Better,1.0,2,0,3
743,43.0,No,1283,Research & Development,5,Doctor,Medical,Medium,Male,90,Very High,1,Research Scientist,High,Married,5679.0,5561,2,Yes,12,Excellent,Low,0,7,3.0,Good,8.0,2,0,3
747,29.0,No,1240,Human Resources,9,Bachelor,Human Resources,High,Female,48,High,2,Human Resources,Very High,Married,2514.0,13982,0,Yes,19,Outstanding,Very High,0,12,1.0,Bad,7.0,9,4,7
749,38.0,No,1382,Sales,8,College,Other,Low,Female,85,High,2,Sales Executive,High,Divorced,13582.0,13684,0,Yes,22,Excellent,Medium,1,6,3.0,Good,15.0,3,0,4
750,27.0,No,1210,Sales,2,Bachelor,Medical,Low,Male,78,Medium,2,Sales Executive,Medium,Married,3058.0,3687,2,No,19,MISSING,Medium,2,10,3.0,Better,5.0,0,0,0
751,30.0,No,138,Research & Development,2,Bachelor,Medical,Medium,Male,37,High,2,Laboratory Technician,Medium,Single,4736.0,15986,5,No,11,Excellent,Very High,0,10,2.0,Better,2.0,2,1,2
753,36.0,No,1425,Research & Development,14,Below College,Life Sciences,High,Female,68,High,2,Healthcare Representative,Very High,Married,4502.0,4821,0,Yes,17,Excellent,Low,1,17,2.0,Good,13.0,8,4,11
754,28.0,Yes,746,Sales,24,Bachelor,Technical Degree,High,Male,45,Very High,1,Sales Representative,Low,Single,4558.0,10642,1,No,17,Excellent,Very High,0,1,2.0,Better,10.0,0,0,0
756,39.5,No,1018,Sales,1,Bachelor,Marketing,High,Female,66,High,2,Sales Executive,Low,Divorced,5433.0,4297,0,No,17,Excellent,Very High,1,10,2.0,Better,11.0,3,1,7
758,31.0,No,1200,Research & Development,1,Master,Technical Degree,Very High,Male,62,High,2,Research Scientist,Low,Married,4345.0,25174,4,No,14,Excellent,Medium,1,9,2.0,Good,5.0,5,1,2
759,27.5,Yes,1097,Research & Development,11,Bachelor,Medical,Very High,Male,98,Medium,1,Research Scientist,Low,Single,6549.0,18275,1,Yes,15,Excellent,Low,0,1,2.0,Better,8.0,0,0,0
761,22.0,No,970,Sales,7,Bachelor,Life Sciences,Very High,Male,30,High,2,Sales Executive,Medium,Married,2935.0,13401,0,No,17,Excellent,High,1,4,2.0,Better,1.0,2,0,2
764,45.0,No,507,Sales,15,College,Medical,High,Male,66,High,2,Sales Executive,Low,Single,6284.0,23553,1,No,12,Excellent,Very High,0,10,2.0,Best,5.0,8,9,6
765,30.0,Yes,1157,Research & Development,2,Master,Medical,Low,Male,84,Low,1,Research Scientist,Very High,Married,2064.0,24737,5,Yes,13,Outstanding,Very High,0,5,3.0,Good,5.0,2,2,2
767,43.0,No,319,Sales,4,Master,Marketing,Low,Male,41,High,1,Sales Representative,Very High,Divorced,2258.0,2539,4,No,17,Outstanding,High,1,13,1.0,Better,3.0,8,5,8
770,20.0,No,490,Research & Development,10,Bachelor,Life Sciences,Very High,Male,61,High,1,Research Scientist,Medium,Divorced,2044.0,17940,0,No,14,MISSING,Very High,2,8,3.0,Good,2.0,5,1,1
771,30.0,No,685,Sales,26,Doctor,Marketing,High,Male,60,Medium,5,Manager,Very High,Married,3833.0,23037,1,No,21,Outstanding,High,1,36,2.0,Better,2.0,6,2,13
773,32.0,No,821,Sales,5,Master,Medical,Low,Female,98,High,2,Sales Executive,Very High,Single,5055.0,24252,1,No,14,Excellent,Medium,0,4,2.0,Better,7.0,2,0,2
774,26.0,No,672,Research & Development,25,Bachelor,Technical Degree,Very High,Male,78,Medium,3,Manufacturing Director,Medium,Married,2064.0,9129,3,No,16,Excellent,Low,0,16,2.0,Better,5.0,10,4,8
775,53.0,No,605,Sales,21,Bachelor,Life Sciences,Very High,Male,72,High,4,Manager,Very High,Married,11836.0,11761,4,Yes,13,Excellent,High,1,29,3.0,Good,2.0,0,0,0
776,45.0,No,413,Sales,7,Below College,Marketing,Very High,Female,57,High,1,Sales Representative,Medium,Single,4850.0,18398,0,No,14,Excellent,Low,0,4,3.0,Better,5.0,2,1,2
777,38.0,No,1296,Research & Development,5,Master,Technical Degree,High,Female,62,High,3,Manufacturing Director,Medium,Single,2288.0,18264,0,No,13,Excellent,Very High,0,17,3.0,Better,2.0,6,0,13
778,23.0,No,1261,Research & Development,7,Bachelor,Other,Medium,Male,31,Medium,3,Healthcare Representative,High,Single,3505.0,12066,8,No,24,Excellent,High,0,26,3.0,Better,2.0,2,0,0
781,44.0,No,775,Research & Development,4,Bachelor,Technical Degree,Very High,Male,90,High,2,Research Scientist,Medium,Divorced,2290.0,6194,5,No,15,Excellent,Very High,2,11,3.0,Good,0.0,8,1,7
782,38.0,No,1124,Research & Development,1,Bachelor,Life Sciences,Very High,Female,97,High,1,Laboratory Technician,Very High,Single,3702.0,19305,1,No,15,MISSING,High,0,0,3.0,Best,5.0,0,0,0
784,33.5,No,1273,Research & Development,2,College,Medical,Very High,Male,72,Very High,1,Research Scientist,High,Divorced,8628.0,21923,1,No,12,Excellent,Very High,2,6,4.0,Good,8.0,3,1,4
787,37.0,No,1300,Research & Development,17,College,Medical,High,Male,79,High,2,Laboratory Technician,Low,Divorced,7642.0,13535,1,No,12,MISSING,Very High,1,10,2.0,Better,10.0,0,1,8
788,30.0,No,1275,Research & Development,28,College,Medical,Very High,Female,64,High,2,Research Scientist,Very High,Married,5209.0,11934,1,No,13,Excellent,Very High,2,11,4.0,Better,7.5,8,1,9
789,49.0,Yes,754,Sales,26,Master,Marketing,Low,Female,63,High,2,Sales Executive,Very High,Married,2587.0,21075,1,Yes,11,Excellent,High,0,10,2.0,Better,2.0,7,0,8
792,45.0,No,174,Sales,8,Master,Technical Degree,Very High,Female,56,Medium,4,Sales Executive,Medium,Married,5770.0,11879,6,No,17,Excellent,Medium,1,22,3.0,Better,10.0,8,2,3
794,33.5,Yes,230,Research & Development,3,Bachelor,Life Sciences,High,Male,54,High,1,Laboratory Technician,High,Single,4174.0,25233,1,No,13,Excellent,High,0,0,3.0,Better,11.0,0,0,0
796,24.0,No,1321,Sales,1,Master,Life Sciences,Very High,Male,86,High,2,Sales Executive,Medium,Married,2400.0,7636,0,No,15,Excellent,Low,2,16,3.0,Better,2.0,13,5,8
797,45.5,No,419,Research & Development,7,Master,Life Sciences,Low,Male,53,High,3,Research Director,Medium,Single,3692.0,21293,0,No,11,Excellent,High,0,13,3.0,Better,11.0,6,2,11
798,39.5,No,300,Sales,26,Bachelor,Marketing,High,Female,74,High,2,Sales Executive,Low,Married,2783.0,22217,1,No,14,Excellent,Medium,1,8,3.0,Good,2.0,7,7,5
799,29.0,No,482,Research & Development,1,College,Life Sciences,Medium,Male,90,Medium,1,Research Scientist,High,Married,5869.0,14908,1,Yes,13,Excellent,High,1,1,2.0,Good,5.0,0,1,0
801,29.0,No,329,Research & Development,2,Bachelor,Life Sciences,Very High,Male,96,High,1,Research Scientist,High,Married,2064.0,11868,4,No,13,Excellent,Medium,1,6,4.0,Better,2.0,2,2,2
803,26.0,Yes,335,Research & Development,9,College,Medical,High,Female,46,Medium,1,Research Scientist,Low,Single,2148.0,10322,0,Yes,22,Excellent,Low,0,4,3.0,Better,5.0,2,1,2
804,45.0,No,495,Research & Development,2,Below College,Life Sciences,High,Male,37,High,4,Manager,High,Married,2654.0,26582,0,Yes,13,Outstanding,Very High,0,21,3.0,Good,2.0,8,2,10
805,36.0,No,1302,Research & Development,19,Bachelor,Other,Very High,Female,67,Medium,1,Laboratory Technician,Low,Divorced,4174.0,16290,1,No,11,Excellent,Low,2,7,2.0,Better,17.0,7,0,7
808,43.0,No,199,Research & Development,6,Bachelor,Life Sciences,Very High,Female,55,Medium,1,Research Scientist,High,Married,4522.0,7950,1,No,13,Excellent,High,1,4,3.0,Better,5.0,2,2,2
809,27.0,No,1125,Sales,10,Bachelor,Marketing,High,Female,94,Medium,3,Sales Executive,Very High,Married,6214.0,11563,2,Yes,19,MISSING,High,1,15,3.0,Better,8.0,2,1,2
811,40.0,Yes,599,Sales,24,Below College,Life Sciences,High,Male,73,Low,1,Sales Representative,Very High,Single,3617.0,8040,1,Yes,14,Excellent,Very High,0,1,2.0,Better,1.0,0,1,0
813,28.0,No,634,Research & Development,5,Master,Other,Medium,Male,35,Very High,1,Research Scientist,Very High,Married,4221.0,18783,3,No,17,Excellent,Very High,2,6,3.0,Better,5.0,2,0,2
815,34.0,No,1192,Research & Development,5,College,Medical,Very High,Female,61,High,2,Manufacturing Director,Very High,Divorced,5121.0,23177,7,No,16,Excellent,High,2,8,3.0,Good,0.0,2,0,4
819,38.0,No,1395,Research & Development,26,Bachelor,Medical,Medium,Female,54,High,2,Research Scientist,Medium,Divorced,2064.0,8504,1,No,11,Excellent,Low,1,20,4.0,Better,5.0,7,2,13
820,31.0,No,201,Research & Development,5,Bachelor,Technical Degree,Very High,Male,84,High,1,Research Scientist,Low,Divorced,3477.0,10415,5,No,14,Excellent,Very High,1,8,2.0,Better,5.0,2,2,2
821,34.0,No,1429,Research & Development,18,Master,Medical,Very High,Female,67,High,3,Manufacturing Director,Very High,Single,4599.0,20002,6,No,12,Outstanding,Very High,0,25,2.0,Good,15.0,7,5,4
823,35.0,No,546,Research & Development,10,Bachelor,Life Sciences,Medium,Male,83,High,1,Laboratory Technician,Medium,Divorced,10504.0,6896,1,No,14,Excellent,Medium,2,1,2.0,Better,5.0,0,1,0
824,28.0,No,367,Research & Development,25,College,Medical,High,Male,52,Medium,2,Healthcare Representative,Very High,Divorced,2408.0,17171,7,No,13,Excellent,High,2,9,3.0,Better,1.0,2,1,3
825,37.0,No,419,Sales,12,Master,Marketing,Medium,Male,77,High,2,Sales Executive,Very High,Divorced,4284.0,2900,3,Yes,12,Outstanding,High,2,14,2.0,Better,5.0,0,0,0
826,56.0,No,938,Research & Development,2,Master,Medical,High,Male,79,High,1,Laboratory Technician,High,Single,2339.0,12287,4,No,21,MISSING,High,0,16,4.0,Better,10.0,8,3,9
827,37.0,No,1266,Sales,10,Master,Technical Degree,Medium,Male,63,Medium,2,Sales Executive,High,Married,5768.0,6060,1,Yes,13,Excellent,Low,1,10,2.0,Better,4.0,9,1,7
829,23.0,No,1459,Research & Development,10,Master,Other,Very High,Male,41,High,2,Healthcare Representative,Very High,Married,2904.0,19121,2,Yes,13,MISSING,Very High,0,9,2.0,Best,4.0,2,1,3
834,37.0,No,486,Research & Development,8,Bachelor,Medical,Medium,Male,86,Very High,1,Research Scientist,High,Married,4189.0,22490,7,No,17,Excellent,Low,0,5,2.0,Better,5.0,2,0,2
835,26.0,Yes,303,Research & Development,2,Bachelor,Life Sciences,Medium,Male,47,Medium,1,Laboratory Technician,Very High,Single,2340.0,9241,1,No,22,Excellent,High,0,1,3.0,Good,7.5,0,1,0
836,31.0,No,867,Research & Development,9,College,Medical,Low,Male,87,High,2,Manufacturing Director,Low,Married,9824.0,12315,1,No,25,MISSING,Very High,1,10,2.0,Better,1.0,0,7,9
837,29.0,No,1062,Research & Development,2,Bachelor,Medical,High,Male,75,High,1,Laboratory Technician,Medium,Married,4187.0,3956,1,No,13,Excellent,High,1,8,3.0,Better,10.0,0,0,7
838,45.5,No,788,Human Resources,24,Master,Medical,Medium,Male,36,High,1,Human Resources,Medium,Single,4174.0,8318,1,No,16,Excellent,Low,0,6,3.0,Better,9.0,3,0,4
842,30.0,No,1136,Research & Development,5,Bachelor,Life Sciences,Very High,Female,60,Very High,1,Research Scientist,Medium,Divorced,3204.0,12392,1,Yes,16,Excellent,Low,1,4,3.0,Good,3.0,2,2,2
843,33.5,No,1326,Sales,3,Bachelor,Other,Very High,Female,81,Low,2,Sales Executive,Low,Single,6284.0,15891,3,No,18,MISSING,Very High,0,15,3.0,Better,3.0,9,3,12
844,29.0,Yes,289,Research & Development,2,College,Medical,High,Female,38,Medium,1,Laboratory Technician,Low,Single,4174.0,5355,7,No,11,Excellent,High,0,8,1.0,Good,8.0,0,0,0
845,27.0,No,483,Research & Development,6,Bachelor,Medical,Very High,Female,95,Medium,2,Manufacturing Director,Medium,Single,2279.0,10110,6,Yes,15,Excellent,Very High,0,8,2.0,Better,7.0,4,1,2
846,34.0,No,280,Human Resources,1,College,Life Sciences,High,Male,43,High,1,Human Resources,Very High,Divorced,9888.0,10494,1,No,15,Outstanding,Medium,1,3,3.0,Better,14.0,2,2,2
848,39.5,Yes,1076,Research & Development,3,Bachelor,Life Sciences,Low,Female,70,High,1,Research Scientist,Low,Single,2001.0,3164,1,Yes,11,Excellent,Low,0,10,2.0,Better,5.0,8,9,7
849,24.0,No,748,Research & Development,9,College,Medical,Low,Male,74,High,1,Laboratory Technician,Very High,Single,1555.0,16458,1,No,13,MISSING,High,0,12,2.0,Better,1.0,9,5,8
851,27.5,Yes,1368,Research & Development,4,Below College,Technical Degree,High,Female,99,Medium,1,Laboratory Technician,High,Single,4789.0,9129,5,No,16,MISSING,High,0,4,3.0,Better,3.0,2,1,2
852,31.0,No,1097,Research & Development,11,College,Medical,High,Male,79,Medium,3,Healthcare Representative,Low,Married,6172.0,8302,2,Yes,13,Excellent,High,1,10,3.0,Better,7.0,0,2,3
853,39.5,No,982,Research & Development,1,Master,Medical,Very High,Female,58,Medium,1,Laboratory Technician,High,Married,2210.0,16340,6,No,12,Excellent,Medium,1,10,3.0,Better,1.0,0,1,7
854,33.5,No,798,Research & Development,6,Master,Medical,Low,Female,66,Medium,1,Research Scientist,High,Divorced,3346.0,5013,0,No,12,Outstanding,High,2,6,3.0,Good,1.0,3,0,3
855,42.0,Yes,806,Research & Development,7,Bachelor,Technical Degree,Medium,Male,39,High,1,Laboratory Technician,High,Divorced,3968.0,17285,3,Yes,13,Excellent,Low,2,10,3.0,Better,0.0,7,7,7
856,29.0,Yes,104,Research & Development,2,Bachelor,Life Sciences,Low,Male,69,High,1,Laboratory Technician,Low,Divorced,2064.0,26619,1,Yes,12,Excellent,Very High,1,1,3.0,Better,7.0,0,0,0
857,47.0,No,827,Research & Development,1,Below College,Life Sciences,Very High,Male,71,High,1,Research Scientist,Low,Single,4978.0,15178,1,No,13,Excellent,Very High,0,1,3.0,Better,1.0,0,0,0
860,21.0,No,1146,Human Resources,26,Master,Life Sciences,High,Female,31,High,3,Human Resources,Very High,Single,2625.0,16642,1,Yes,16,Outstanding,High,0,9,2.0,Better,2.0,0,1,7
862,23.0,No,1355,Research & Development,4,Master,Life Sciences,High,Male,78,Medium,3,Healthcare Representative,High,Single,1601.0,22245,7,No,14,Outstanding,Medium,0,27,1.0,Better,0.0,11,4,8
863,45.5,No,1112,Human Resources,1,Master,Life Sciences,Low,Female,50,Medium,2,Human Resources,High,Single,4647.0,26894,4,No,11,Outstanding,Medium,0,10,3.0,Best,6.0,2,0,2
868,21.0,Yes,408,Sales,23,Below College,Life Sciences,Very High,Male,45,Medium,3,Sales Executive,Low,Married,4174.0,11162,1,No,13,Excellent,Low,1,11,2.0,Bad,2.0,8,3,10
869,52.0,No,363,Research & Development,1,Bachelor,Technical Degree,High,Male,77,Low,3,Manufacturing Director,Low,Divorced,3482.0,4235,2,Yes,21,MISSING,High,1,17,3.0,Better,9.0,7,7,7
870,28.0,No,1054,Research & Development,8,Bachelor,Medical,High,Male,67,High,1,Research Scientist,Very High,Single,3441.0,6152,1,No,11,Excellent,High,0,6,3.0,Good,2.0,2,1,4
871,42.0,No,682,Sales,18,Master,Medical,Medium,Female,71,High,2,Sales Executive,Low,Married,4523.0,15975,0,No,16,Excellent,Very High,1,6,4.0,Bad,6.0,3,0,4
873,36.0,Yes,813,Research & Development,14,Bachelor,Medical,High,Female,58,High,1,Laboratory Technician,Very High,Married,6962.0,22149,5,Yes,13,Outstanding,High,1,8,2.0,Bad,1.0,4,0,4
874,27.0,No,853,Research & Development,1,Below College,Life Sciences,High,Male,96,High,2,Manufacturing Director,Low,Married,4174.0,11275,1,No,12,Outstanding,High,1,4,4.0,Better,9.0,3,0,3
875,38.0,No,1115,Research & Development,3,Master,Medical,Low,Female,54,Medium,1,Research Scientist,Very High,Single,10504.0,15174,0,No,13,Excellent,Very High,0,5,4.0,Better,1.0,2,1,1
877,27.0,Yes,138,Research & Development,22,Bachelor,Life Sciences,Low,Female,48,High,1,Research Scientist,High,Married,2318.0,11539,4,Yes,11,Excellent,Medium,0,7,2.0,Better,1.0,2,0,1
879,41.0,No,1371,Sales,10,Master,Marketing,Very High,Male,77,High,2,Sales Executive,High,Divorced,3072.0,5915,1,Yes,12,Excellent,Very High,1,5,2.0,Best,1.0,2,0,3
881,25.0,No,866,Sales,5,Bachelor,Medical,Very High,Male,84,High,2,Sales Executive,Low,Single,2064.0,23490,0,No,18,Excellent,Very High,0,6,2.0,Better,3.0,4,1,3
882,45.5,No,735,Research & Development,6,Below College,Life Sciences,High,Male,66,High,1,Research Scientist,High,Married,3408.0,6020,0,Yes,14,Excellent,Very High,0,4,2.0,Better,4.0,2,2,2
883,29.0,No,571,Sales,14,Bachelor,Medical,High,Female,78,High,2,Sales Executive,High,Married,16124.0,24200,3,Yes,17,Excellent,High,1,11,2.0,Good,7.0,4,1,2
886,37.0,No,792,Research & Development,1,Bachelor,Life Sciences,Very High,Male,77,High,2,Laboratory Technician,Very High,Married,9602.0,8989,1,Yes,15,Excellent,Very High,1,9,3.0,Better,3.0,8,5,8
888,44.0,No,575,Research & Development,1,College,Life Sciences,Low,Female,71,Low,1,Laboratory Technician,Very High,Divorced,5454.0,5288,3,No,14,Outstanding,Low,1,5,2.0,Better,12.5,2,2,0
889,41.0,No,553,Research & Development,5,Master,Life Sciences,Very High,Male,74,High,3,Manager,Medium,Married,4174.0,23364,6,No,11,Excellent,Medium,2,12,2.0,Better,2.0,6,8,8
890,31.0,No,897,Human Resources,10,Bachelor,Medical,Low,Female,59,High,1,Human Resources,Very High,Married,2789.0,2097,0,No,14,Excellent,Very High,1,3,3.0,Better,2.0,2,2,1
893,46.0,No,613,Research & Development,6,Below College,Medical,Very High,Male,42,Medium,3,Healthcare Representative,Low,Married,4174.0,21457,4,No,15,Excellent,Low,1,9,3.0,Better,6.0,7,1,7
894,33.5,No,852,Sales,10,Bachelor,Marketing,High,Female,72,Medium,2,Sales Executive,High,Married,4898.0,2706,1,No,18,Excellent,Low,1,10,3.0,Better,4.0,3,1,4
895,33.0,No,1142,Research & Development,8,Bachelor,Life Sciences,Very High,Female,81,High,1,Laboratory Technician,High,Single,2909.0,13624,4,No,13,Excellent,Very High,0,8,3.0,Better,8.0,0,0,0
896,41.0,No,488,Sales,2,Bachelor,Technical Degree,High,Female,75,Low,4,Manager,Medium,Married,4103.0,14977,3,Yes,12,Excellent,Medium,1,28,2.0,Good,9.0,7,7,7
899,28.0,No,1247,Sales,20,College,Marketing,Very High,Male,45,High,2,Sales Executive,Very High,Divorced,8463.0,10732,2,No,14,Excellent,Very High,1,10,4.0,Better,5.0,2,0,2
900,42.0,Yes,129,Research & Development,4,Bachelor,Technical Degree,Low,Male,84,High,1,Laboratory Technician,Low,Single,15992.0,13008,1,No,19,Excellent,Medium,0,1,2.0,Better,1.0,0,0,0
901,59.0,No,157,Research & Development,1,Bachelor,Medical,High,Female,95,High,1,Laboratory Technician,Low,Single,5473.0,20006,0,No,13,Excellent,Very High,0,8,2.0,Good,4.0,7,7,6
902,37.0,No,819,Research & Development,2,Bachelor,Life Sciences,High,Female,44,Medium,3,Manufacturing Director,Medium,Divorced,6447.0,19588,2,No,18,MISSING,Medium,1,15,3.0,Best,6.0,7,6,4
